,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
1033,"@Traffickershit @AxelBenz78 @ChairosY @LeonKrauze To give a sense for where we are so far on counting absentee ballots in major battlegrounds:

In Pennsylvania, 25% of the absentee/early vote is in. In Michigan, 20% of the absentee/early vote is in. And in Wisconsin, 0% of absentee/early vote is in. (H/t @maryaliceparks)",0,0,1,[0 0 1],regular
1034,"Now itâ€™s not a fight with Moon Jae-in and the trash

Fighting with a third group

 Wuhan pneumonia is politically used worldwide

 Not only in Korea

 It appears the same internationally

Trump is fighting them

Please pray

Trump victory is our victory",1,0,0,[1 0 0],regular
1035,@realDonaldTrump you'll win the election and surprise your enemies.They all want your downfall but there is a lifting up. #TeamTRUMP,1,0,0,[1 0 0],regular
1036,"@JoeBiden transgender and whatever is going to be soon the least of your problems
in god we trust that you won't be the president",1,0,0,[1 0 0],regular
1037,"The #Elections2020 
Checkout the upcoming #Newswise live event on #USelections to gain insight of the #Elections_2020 !!
Get a chance to ask questions from experts from recognised institute/University/Schools.
Register now at: https://t.co/8hR7gTJd2M https://t.co/8zgEhfXn0x",0,0,1,[0 0 1],regular
1038,I know it needs more than 280 chars but how did @RudyGiuliani go from America’s Mayor with good presidential chops to this clown-faced shill whoring himself for a hand-painted dime-store strongman? #TheTrumpShow #PresidentialElection #MAGA #Biden,0,0,1,[0 0 1],regular
1039,"@Damadeferroofic Aguardemos o dia ""D"" TRUMP THE BEST!",1,0,0,[1 0 0],regular
1040,"#MAGA 
Has a secret bank account in #China  😄 https://t.co/O3MR8IofxA",0,0,1,[0 0 1],regular
1041,Opinion | The Case for Political Exile for Donald Trump https://t.co/lESQb82LRX via @politico,0,1,0,[0 1 0],regular
1042,@mtgreenee @JoeBiden Interesting story. It seems America would be great again!  :),0,0,1,[0 0 1],regular
1043,Senior Trump admin. Official: 'Politicians get 'very rich' by supporting Israel'  https://t.co/4w6MXQWhLd @amirtibon,0,0,1,[0 0 1],regular
1044,"@brhodes How come you're demanding the presedent Trump tho concede and he knows his opponents who were playing dirty and filthy games in Iraq?
Just be honest for 10 seconds &amp; look what's happening in Iraq and remember who's creep-sleepy JOE.",1,0,0,[1 0 0],regular
1045,@DKlarations Well... I am ashamed to say that over breakfast I gave an explanation about electoral college and the mail in ballots and he was very interested untill he asked me about Mexican politics... Aparenly I need to pay more attention to my country's politics.,0,0,1,[0 0 1],regular
1046,"There’s a new hope and a new leaf in history of a great democracy today, @JoeBiden &amp; @KamalaHarris bring compassion and experience to heal this nation what It has lost over last few years to re-emerge as a super power #46thPresident #BuildBackBetter #MAGA 😊 https://t.co/fbPiaKNAGX",0,1,0,[0 1 0],regular
1047,So it’s the same great powers’ competition with China and Russia and the “rogue states” of Iran and DPRK? How is this different from Trump admin? https://t.co/xb0dRIsVlP,0,0,1,[0 0 1],regular
1048,@AristeguiOnline Ser You forever Mr. Trump,1,0,0,[1 0 0],regular
1049,"Bye Bye Trump. 
Welcome @JoeBiden !!
#ByeByeTrump https://t.co/TUSJ2yiq8Y",0,1,0,[0 1 0],regular
1050,Trump administration grants permission to begin the transition process to President-elect Joe Biden  https://t.co/WFC1tjYce0,0,1,0,[0 1 0],regular
1051,"@g_quadri That will never happen again here in #Mexico ,not in your luckiest dream dummy. @JoeBiden #Mexico is not forsale no more!!!.está ves se la van a p.  E.  LA.    R",0,0,1,[0 0 1],regular
1052,"As we knew it would..
Thank you black folk for doing what we do.. We built this bish and we will save it.. now time to get to work

""Georgia vote recount upholds and reaffirms Joe Biden lead, secretary of state announces""  https://t.co/SfIQnYvji2",0,0,1,[0 0 1],regular
1053,"Has been a month or so when the last time I touched the @TheEconomist &amp; the @ForeignAffairs &amp; read international news far from the war in #NagornoKarabakh #Artsakh
#readings #USelection #COVID19 #Usa #China #Trump https://t.co/343pnDWjNE",0,0,1,[0 0 1],regular
1054,Dear Honbl. President @POTUS @realDonaldTrump plz destroy Wuhan Lab mother land of #coronavirus #DonaldTrump,1,0,0,[1 0 0],regular
1055,"With the #USElections happening in just 5 days, let's take a look back at Trump's policies/statements related to the environment.

(It's not taking climate change seriously for me) 

#VoteForScience #VOTE #ClimateAction https://t.co/WgyYHht6Ud",0,0,1,[0 0 1],regular
1056,@realDonaldTrump already calling fraud. Lol he is so ridiculous. Just get him OUT ALREADY! #DUMPTRUMP #Election2020,0,1,0,[0 1 0],regular
1057,"The amount of #Saudi enthusiasm towards the #USElection2020 is surreal 
But yet again, #trump had a huge impact on KSAâ€™s regional and international relations. Looks like the best is yet to come #trump2020",1,0,0,[1 0 0],regular
1058,Bidenâ€™s diverse Cabinet will represent America! https://t.co/hlKhxjWYc7,0,1,0,[0 1 0],regular
1059,@realDonaldTrump Hammer. Point. Shuffle. Repeat. #TrumpDance #Trump2020 🕺👏,0,0,1,[0 0 1],regular
1060,"Great talk @TadHomerDixon +  @NahlahAyed , esp. in time of high anxiety (COVID, jobs, terrorist actions + more),+ some #hope (#USelections ) https://t.co/loVRF8skAZ",0,0,1,[0 0 1],regular
1061,"Donald Trump is chasing his Democratic rival Joe Biden, still leading in the polls. #VOTE #ABD #Election2020 #Joe Biden #BidenHarris2020 #VoteBlueToEndTheNightmare",0,1,0,[0 1 0],regular
1062,"@JasminMeacham25 @aplusk @realDonaldTrump Just in case, I believe #Biden supporters would say that, but it can be investigated. Now we demand for Supreme Court take action as soon as possible to stop counting mailed ballots.",0,0,1,[0 0 1],regular
1063,"I really hope, that Joe Biden is going to win this election. These elections are so important for the US and the world. So please go and vote Trump out! #BidenHarris2020 #VoteHimOut #VoteTrumpOut #2020Election https://t.co/5msyZvRf6D",0,1,0,[0 1 0],regular
1064,@Independent Although we are certainly afraid of #China’s sharp power butI am not too sure about whether #Canadians think #Biden would be a better outcome on combating CCP..... @Ethan_Lou,1,0,0,[1 0 0],regular
1065,"""Maybe the perception of threat from China will give the US a public purpose to overcome division. But otherwise, there is a risk....."" 

#USAElections2020
#BidenHarris
#Trump

https://t.co/UvfEAaSImB",0,0,1,[0 0 1],regular
1066,@Ca_Hasan78 @m7md_shaiban He is giving #Biden the White House Wi-Fi password 😂😂😂,0,1,0,[0 1 0],regular
1067,"@Mike_Pence @realDonaldTrump @pfizer Nice, #TRUMP2020 #MAGA",1,0,0,[1 0 0],regular
1068,2020 baby! @alisonjackson sums it up in a single image. #Orange #Trump #COVID19 #America @# #halfmast https://t.co/euzRV72UeP,0,0,1,[0 0 1],regular
1069,"Tonight, we're having the largest phone bank the North has ever seen. It's time to elect our strong candidates up and down the ballot. And we're going to make more calls than we ever have before.

Sign up here to join in: https://t.co/DRs2TMNvUM

#NovemberIsComing https://t.co/so3TqoFNic",0,0,1,[0 0 1],regular
1070,"@MiamiHerald @JoeBiden &amp; @Kamalawho love &amp; want to save our democracy, values VS Trump whoâ€™s ego craves being an autocrat &amp; US becoming an autocracy. @TB_Times @TRIB_editorial @TampaTribuneBRK @orlandosentinel @southflorida @FlaDems https://t.co/86qQdonXTo #BidenHarris2020 #FloridaForBiden",0,1,0,[0 1 0],regular
1071,Remember when you called Meryl Streep ‘overrated’? We never forget. 😂 #Election2020  #TrumpMeltdown #TrumpIsLosing,0,0,1,[0 0 1],regular
1072,@morethanmySLE @MarkMeadows won’t have to worry about being embarrassed for much longer #Novemberiscoming,0,0,1,[0 0 1],regular
1073,"@GloriaFallon123 It’s the worst weeks in all the planet, but we don’t have a magician that makes it vanish! #VoteHimOut  #MakeTrumpDisappear https://t.co/3wFZEnctsQ",0,1,0,[0 1 0],regular
1074,Guys 1 #Bitcoin turns into 3 #Bitcoin right now on #Trump2020 .  Sign up for https://t.co/H2Vjx4TGRS and let’s get get get it!  Three TBCs if #Trump2020 loses!  #AmericaDecides2020 #Biden2020 #BidenHarrisToSaveAmerica #Airdrop $UBT @Covers_Vegas @VSiNLive @FOX5Vegas @Stake $link https://t.co/jWPFrW273n https://t.co/3K1qlJalwz,0,1,0,[0 1 0],regular
1075,"It would be idiotic and naive to #Imagine that #Leading and #Controlling #Hegemonic #Imperialism of the #USA is determined through public votes. (the people who some of them think Chocolate milk is produced from Brown cows).
#USAelection2020
#JoeBiden
#DonaldTrump https://t.co/JcZ2sZF0wo",0,0,1,[0 0 1],regular
1076,"Feeling bored to see this update since yesterday.....90% counting done within 1day and 10%taking morethan 2days 😂🤣😂🤣
#USElection2020 #USElectionResults2020 #USElection2020 #TrumpMeltdown #Biden #USA #2020Elections #TrumpIsLosing #Elections2020 #elections #RCBvSRH https://t.co/fUQ7pzgsDc",0,0,1,[0 0 1],regular
1077,"This.
Milgram manipulated his data, this rendering any of his conclusions invalid (66% of the subjects disobeyed the experimenter's order, as opposed to Milgram reported 65% actually obeying.)

In a way, Stanley Milgram is the Trump of social psychology: lying to sell his ""truth"" https://t.co/HLbSbZOHIa",0,0,1,[0 0 1],regular
1078,Good Read To all those still not accepting this election: #BIDEN WON! https://t.co/bEUVS0XDpK,0,1,0,[0 1 0],regular
1079,CNN Biden 273 Trump 213,0,0,1,[0 0 1],regular
1080,@SacredNeckbeard @DLMEsquire @mtracey @JoeBiden Lots of dead people really loved Biden enough to vote for him!!!,1,0,0,[1 0 0],regular
1081,@DarleneCovey2 @auntiesharron42 @JoeBiden Hahahahahahahahahahahah imagine believing something just because that’s what the television told you,1,0,0,[1 0 0],regular
1082,"This means flattened curve, according to Trump https://t.co/yPosjxY4Aq",0,0,1,[0 0 1],regular
1083,"The whole world keeping an eye on Joe Biden's government in the next year 2021, It is that business, as the psalmist David said: Some trust cars and horses, but the man who knows the scriptures (Torah) place all your trust in the Eternal Hashem. Only lead comes from man grosso https://t.co/sfZAjxhvo4",0,0,1,[0 0 1],regular
1084,@jamesderekdwyer Oh she sure does! The entitlement and disregard for others was like a fug wafting off of her. This is who voted for trump.,0,1,0,[0 1 0],sarcasm
1085,The Periodic Table is Fascinating.This Table is Truly Beautiful. #USAelection2020 #Trump #BidenHarris #ByeByeTrump #PresidentBidenVPHarris2020 #PennsylvaniaForBiden #GEORGIA #Nevada2020 https://t.co/QjmHj9FTie,0,0,1,[0 0 1],regular
1086,I agree. What the fuck has @JoeBiden done in 47 years? Oh I know let #China into the #WorldTradeOrganization #DoNothingDemocrat #VoteforDonaldTrump #Trump2020 @DEPLORABLEREEG1 @CMT @KeithOlbermann https://t.co/V68kVvrUAH,1,0,0,[1 0 0],regular
1087,"As much as #Biden's immediate work is to heal his own country, he's also taking on the position of the most powerful person on earth. He will have immense responsibilities and the influence to shape the global world order which is as much polarized as US is. (1/2)",0,1,0,[0 1 0],regular
1088,"Americans has done their best to get rid of him.Trump victory at 2016 and his populist maner through out his 4 year office taught US officials and federal structure that at the age of cyber, Americans need a special neutral body for conducting and oversight of election process.",0,1,0,[0 1 0],regular
1089,@NormanBrennan I’ve seen better dressed war wounds. What a bunch of feral street rats. Clearly none are strangers to a fish supper and it’s great to see the cops getting stuck in. #draintheswamp,0,0,1,[0 0 1],regular
1090,"@realDonaldTrump President #Trump, imagine that Biden came and occupied the #WhiteHouse and said he would not leave. Armenians have been occupying our #Karabakh for about 30 years and do not want to leave. we roast Armenians like ""#itigovan""!",0,0,1,[0 0 1],regular
1091,Chris Christie calls the conduct of Trump's legal team a 'national embarrassment' https://t.co/s5ySkDOOck via @BostonDotCom,0,1,0,[0 1 0],regular
1092,"+Do you know why can’t Trump go to the whitehouse anymore?

-Because It’s for Biden.

#BidenHarris2020 #TrumpVsBidenFight #BidenWon",0,1,0,[0 1 0],regular
1093,"America will now have a sensible president after four years.  Iran, North Korea, Russia, Mexico, China - Be Ready to host your Friend @realDonaldTrump as he will flee from America.

#USPresidentialElections2020 #AmericaDecides2020 #TrumpIsLosing https://t.co/3OkZK0j1ow",0,1,0,[0 1 0],regular
1094,@Orange86Illini Trump executive order..,0,0,1,[0 0 1],regular
1095,"Amen!
Welcome 🤗❤️🤗
New #POTUS 
#Trump go home, do ⛳... https://t.co/ZVYlpl5qup",0,1,0,[0 1 0],regular
1096,"Jill Biden could become the only first lady to work a paid 
job outside 
the White House, according to @CBSNews Dr. Biden is an English Teacher. Needless to say that we are thrilled! #democracy #respect #education @inglesfocado https://t.co/tT1kNhe8Gy",0,0,1,[0 0 1],regular
1097,@binge_mode @MalloryRubin @netw3rk MAIL IN BALLOT FOR FURY,0,0,1,[0 0 1],regular
1098,"@KamalaHarris,first ever black woman and first Asian American,makes history as she's elected #VicePresident of america!
#JoeBidenKamalaHarris2020
#KamalaHarrisVP #ByeByeTrump #JOEBIDEN2020 #Election2020 #PresidentBiden2020 #VicePresidentElectHarris #American @JoeBiden @WhiteHouse",0,1,0,[0 1 0],regular
1099,"It sounded very much like a Victory Speech with full of energy &amp; honking. 

All the best #VoteBlue

#AmericaDecides2020",0,1,0,[0 1 0],regular
1100,@VorotV VOTE TRUMP 2020🇺🇸🇺🇸🇺🇸,1,0,0,[1 0 0],regular
1101,@realDonaldTrump Mr Donald Trump We Love you too Much I Had a Dream that you'll win in 2020 Elections I'm sure You'll Win So CongratulationsðŸ˜Šâ˜ºI'm very Big Fan of your son of Donald Trump Jrâ¤ðŸ˜Šâ˜ºI Love him too Much My Dream to visit America and to meet with himâ¤ðŸ˜Šâ˜º #DonaldTrumpjr #DonaldTrump https://t.co/xGRCcw2gxd,1,0,0,[1 0 0],regular
1102,@JoeBiden please don't forget about the Palestinian people the Palestinian people just like the Israelis are human beings,0,0,1,[0 0 1],regular
1103,@HungryFN @JoeBiden I'm from Mexico. We don't want you here.,1,0,0,[1 0 0],regular
1104,Omg there's so many treason accusations on #Israeli Twitter &amp; FB over not supporting #Trump it's genuinely horrifying. #Elections2020 https://t.co/YFEYEOsCsQ,0,1,0,[0 1 0],regular
1105,"#trump needs to lead, follow or get the hell out of the way!
His butt has been in the way too, too long. #TrumpConcedeNow
Let the adults run things.
#Covid_19",0,1,0,[0 1 0],regular
1106,Watching 60 minutes lmao trump is such a wanker. Man up Fannybaws  #60MinutesInterview #TrumpIsLosing #penceisawanker #TrumpIsNotAmerica #GOPSuperSpreaders #TrumpCrimeFamilyForPrison https://t.co/8UewrZHmtr,0,1,0,[0 1 0],regular
1107,"#US #USElections
""Nobody â€“ no politician, no elected official â€“ should limit the peopleâ€™s right to vote. ...Baseless allegations of systematic deficiencies, notably by the incumbent President, including on election night, harm public trust in democratic institutionsâ€: @osce_odihr https://t.co/LfbgYkPKHW",0,0,1,[0 0 1],regular
1108,Justin &amp; sleepy Joe. China are loving it https://t.co/9XjOVzcs2A,1,0,0,[1 0 0],regular
1109,@NFrechen Garbage satanistic hilary and his slave Joe Biden stillig ballots from Donald Trumph i known they will doo that. Everybody voted Donald Trumph i known that  but i known they want on any way too removed Donald Trumph like president that satanistic garbages.,1,0,0,[1 0 0],regular
1110,"@tomiahonen @YP56inches Those who said that ""AGLI BAR TRAMP SARKAR"" where they are now? 
#ByeByeTrump #nextModi",0,1,0,[0 1 0],regular
1111,"@realDonaldTrump Can you buy me the same whatever you're drinking?
One is no beter than the other.
.
#Trump
#Biden",0,0,1,[0 0 1],regular
1112,"@RyanLizza @AlxThomp Are you kidding? The Trump Administration’s GSA has not given President elect Biden’s Transition Team any facility or appropriations to start their duties, and you are complaining about transition briefings and call read outs being late?",0,1,0,[0 1 0],sarcasm
1113,@JoeBiden Sorry  mr. president you must tell he🔪🔪🔪🔪🔪🔪,1,0,0,[1 0 0],regular
1114,All eyes and ears on American #ElectionDay #America #MakeAmericaGreatAgain #GET OUT AND VOTE #Trump2020 #AmericaDecides2020 #MSNBC2020 #BidenHarrisToSaveAmerica #AmericaDecides2020 #VOTE BLUE #New Hampshire,0,1,0,[0 1 0],regular
1115,Big tech threw $200m at a ballot measure to hurt gig economy workers. And they won | Ross Barkan https://t.co/K2BN1SgJrd #Malta #Taxi #Chauffeur https://t.co/70nCQNwomE,0,0,1,[0 0 1],regular
1116,"Wow!
Trump works/rules like businessman. Because he is a business guy. Just stop it trump. Atleast hereafter America wil be good. 
#ByeByeTrump #USElections #JOEBIDEN2020 #JoeBiden #elections #TrumpMeltdown",0,1,0,[0 1 0],regular
1117,"Dear @realDonaldTrump your job during these 4 years was tremendous. You really #MAGA. But now it’s time to accept the defeat even if it’s not we were hoping for. You have to be proud, ‘cause you make your people and country proud again, safe again, strong again, great again.",1,0,0,[1 0 0],regular
1118,Panda is waiting for #USElectionResults #Nevada #USElections #USElection2020 https://t.co/0jL5VspWep,0,0,1,[0 0 1],regular
1119,"I fell asleep when I went Undercover to Mr.  Biden’s Rally, Where’s Everyone and Hunter? #BidensLaptopMatters #vote #trump2020 #peace #love #unity #godblessamerica #kag #maga #usa “text PRIDE to 88022” @teamtrump #TrumpPride https://t.co/yB1vWe0bTb 🇺🇸❤️🏳️‍🌈 https://t.co/3izRFlk0br",1,0,0,[1 0 0],regular
1120,"@antoniiyyo there's still the mail in ballot, these will turn the tables upside down",0,0,1,[0 0 1],regular
1121,Who impeached USA president Donald trump? Those who fell in love with Alex fok Chun kwok from ministry of Defence of Republic of Singapore .,0,0,1,[0 0 1],regular
1122,"Armenian political scientistâ€™s post on Facebook 
#ArmenianTerrorism #ArmenianAggression #ArmeniaKillingChildren #BidenHarris #Biden https://t.co/a9f1asuMvR",1,0,0,[1 0 0],regular
1123,When someone says it makes more sense to not count the remaining ballots. https://t.co/OFwQisOPLa,0,0,1,[0 0 1],regular
1124,Trump for president 🇺🇸 Biden for resident 🤣🤣🤣 #MakeAmericaGreatAgain #donaldtrump2020,1,0,0,[1 0 0],regular
1125,"Biden: Hey Donald. 
Trump: Yes Joe. 😒
Biden: what's the white house wifi's password 🤣😂 
#Biden #Trump https://t.co/UrRqbk0btN",0,1,0,[0 1 0],regular
1126,"Biden is the only smart choice, not because Trump is bad or dangerous, because of what he represents, no leader should represent what Trump represents, he divided the country from the moment he took office. 
#Debates2020 https://t.co/wd2osXXESE",0,1,0,[0 1 0],regular
1127,How did you vote early if you’re in Mexico? By dropping my ballot off at the Marina Library at 6am before heading to the airport to catch my flight to Guadalajara.,0,0,1,[0 0 1],regular
1128,"@FrumiousFalafel @erancherpak @CarolineGlick Because the ""right"" and the pro zionists jews are trump supporters that often are anti semetic too so there really isn't a side that is more correct to be on",0,0,1,[0 0 1],regular
1129,"@POTUS there is a chance to divert electoral college vote into your side if you dial a call to @AmitShah 😁.. Friendly advise to #Biden please book a resort for your members 😅
@Suhelseth",0,1,0,[0 1 0],regular
1130,"Ok, @NainaGowda I hope you told your son in Kannada ""Nodo #MAGA,  Ivanka"" antha...🙂 https://t.co/C8zdba7WnN",1,0,0,[1 0 0],regular
1131,"To #Taiwan, who, quite rightly in their own way, hoped Trump would win. The worlds attitude to #China has changed. We hope that @JoeBiden recognises this and starts the process of independence from away from China. Also, there has never been a @DPPonline and Democrat...",0,0,1,[0 0 1],regular
1132,"I see my 6 year old niece come crying home saying the other kids are cheating, do something, stop them from playing! 
Also I saw the president of the USA do that. #ByeByeTrump #TrumpMeltdown #USAelection2020 https://t.co/pOjYfs3bGn",0,1,0,[0 1 0],regular
1133,Facts are stubborn things. I voted for our #President today !!! I love our country and all we stand for. The #USA is not perfect but by far the greatest nation on planet earth! Thank you @POTUS for your courageous fight to drain the D.C. swamp. #StopSocialism #Trump2020 https://t.co/Cb4TXoYQ0A,0,0,1,[0 0 1],regular
1134,"@JoeBiden Dear president elect @JoeBiden and @KamalaHarris please give another  chance to all lottery winners who had been refused under section 212(f) of the Immigration and Nationality Act, pursuant to Presidential proclamation 9645 since 2017 until 2020.
#remove_Muslimban
#MuslimBan",0,1,0,[0 1 0],regular
1135,That is why Trump fought with both China and Dems. https://t.co/GYkTFbb8bo,0,0,1,[0 0 1],regular
1136,@JoeBiden you suck!,0,1,0,[0 1 0],regular
1137,@6ixbuzztv Trump Make Canada Great Again #Canada #Trump,1,0,0,[1 0 0],regular
1138,"Trump refuses to concede after Biden declared president-elect.

🤣🤣🤣 He has entertainment &amp; given a lot of content in the last 4 years, for which we should all be thankful.

#ByeByeTrump #AmericaDecides2020",0,1,0,[0 1 0],regular
1139,Already the right time to unfollow @realDonaldTrump? Seems like mission #VoteThemAllOut and #VoteTrumpOut is close to be accomplished 😍. I'm so much looking forward to the new silence.,0,1,0,[0 1 0],regular
1140,Crimes Bill will hurt #Biden,1,0,0,[1 0 0],regular
1141,"I, as a Brazilian, sympathize with the world for the victory of Joe Biden",1,0,0,[1 0 0],regular
1142,Did I miss something? #TrumpTownHall is already over and sleepy Joe Biden is still going? #BidenTownHall,1,0,0,[1 0 0],regular
1143,.@realDonaldTrump appreciate your words of support for Armenians. We need to follow w/ strong actions toward stopping #Erdogan of Turkey and his paid terrorist mercenaries from Syria. We can't have them fool America as they have most of the Western world. #MAGA. https://t.co/7kl2wueOkj,1,0,0,[1 0 0],regular
1144,"Birthday month loading like😤
#NovemberIsComing #itsmybirthday https://t.co/o9m7ZlGU7E",0,0,1,[0 0 1],regular
1145,You are the only president who can save America! Go @realDonaldTrump #MakeAmericaGreatAgain,1,0,0,[1 0 0],regular
1146,@realDonaldTrump @Varneyco @FoxBusiness You are so scared and embarrassed that you can't spell Philadelphia very well.... Sorry Trump...#ByeByeTrump,0,1,0,[0 1 0],regular
1147,@MSNBC @MaddowBlog @SecPompeo @CNN @nytimes @washingtonpost @JoeBiden @KamalaHarris @LindseyGrahamSC @tedcruz @realBobWoodward @carlbernstein @tomfriedman @wolfblitzer @EsperDoD @GOP @JohnBerman @AlisynCamerota @NewDay @RudyGiuliani @FoxNews Remember how Senator Palpatine rose to power &amp; issued Order 66 secretly became evil emperor/Darth Sidious in â€œRevenge Of The Sithâ€? https://t.co/wXr50GLXnl,0,0,1,[0 0 1],regular
1148,"Even if #Trump had a healthcare plan (which obviously they don't), why the need to repeal Obamacare BEFORE this ""plan"" is announced? https://t.co/CWbq0K2Fud",0,1,0,[0 1 0],regular
1149,"#USElectionResults2020 
Congratulations #PresidentElectJoe 46th President of USA. @JoeBiden .
@KamalaHarris
#ByeByeTrump
#USAelection2020
#PresidentElectJoe
#KamalaHarris #JoeBidenKamalaHarris2020 https://t.co/ZMo3eJA2QR",0,1,0,[0 1 0],regular
1150,"well if it is fraud, (puej ji, fue fraude): Donald Trump.",0,0,1,[0 0 1],regular
1151,Is this happening 😳👋@the_edge @CBC @CP24 @CTV #moving #whitehouse #movingout #DonaldTrump https://t.co/BtVpBCswjN,0,0,1,[0 0 1],regular
1152,"Other than those tweeting with a #MAGA tag, is anyone surprised that the false vote claims have not been substantiated?  There is no reason for Trump not to accept the #BidenTransition process https://t.co/cqdBF2q7m1",0,1,0,[0 1 0],regular
1153,"'I want to hit this kid': Newly unearthed body cam footage shines light on Boston police during racial justice protests
It's not Rep v Dem: The scourge  will persist,  as long  as Trump is in place! https://t.co/qsgEzM086a via @BostonDotCom",0,0,1,[0 0 1],regular
1154,The Billionaire Who Stood by Jeffrey Epstein https://t.co/n50mXVLVYv #JeffreyEpstein #Epstein #Epsteindidntkillhimself #WallStreet #investment #HedgeFunds #privateequity #profits #financialservices #funds #business #money #trade #economy #Trump #NewYorkCity #Miami #MeToo,0,0,1,[0 0 1],regular
1155,@realDonaldTrump  The grapes 🍇 are sour ! #USElectionResults2020  #MAGAA2020 #ByeByeTrump #BidenHarris2020 #AmericaDecides2020 #BidenHarrisLandslide2020 #VoteBlueToSaveAmerica https://t.co/jXGkMao9I2,0,1,0,[0 1 0],regular
1156,@JoeBiden congratulations ....,0,1,0,[0 1 0],regular
1157,"#GEORGIA’S IN PLAY!  #JoeBiden leads by 7%
#Democrats #JonOssoff &amp; #RaphaelWarnock also lead in races to #flipthesenate. Even if you’re only making 1 small donation to #dumptrump, make it now in #GA
➡️https://t.co/8B2OPw8bRf
➡️ https://t.co/H7zj4ddlid
#BidenHarris2020
#BlueWave https://t.co/irdh5EmiwP",0,1,0,[0 1 0],regular
1158,Trump relents as administration begins Biden transition https://t.co/93o3nd1Nkd via @politico,0,1,0,[0 1 0],regular
1159,@realDonaldTrump is on 🔥 with Twitter today! #MakeAmericaGreatAgain,1,0,0,[1 0 0],regular
1160,@Official_tylerg @RepsForBiden @KamalaHarris @JoeBiden @DouglasEmhoff @SenKamalaHarris @WeGotGame2 👍👍👍❤️❤️❤️🌹🌹🌹Greay,0,1,0,[0 1 0],regular
1161,Mood: Biden laughing at trumps stupidity,0,1,0,[0 1 0],regular
1162,"#USElection2020 US Democratic presidential nominee JoeBiden ahead with 264 electoral votes, Donald Trump at 214.

@JoeBiden is just 06 Electoral vote away to become the next US president.

#Trump2020 #Biden2020 https://t.co/icPvI8pODv",0,1,0,[0 1 0],regular
1163,"EPP's commitment to the transatlantic relationship remains firm &amp; we look forward to reinvigorating our essential partnership, regardless of who wins #USElections. Thanks to @marknilsstrand &amp; @jansurotchak for a lively debate on EU-US relations at today's WG on Foreign Affairs https://t.co/lRVud0C7jo",0,0,1,[0 0 1],regular
1164,"#USElections2020 Namaste Biden. Goodbye Doland!
#USElections
#BidenHarrisToEndThisNightmare #USPresidentialElections2020",0,1,0,[0 1 0],regular
1165,"It’s only an easier way to “push their agenda”, easier than under Trump’s.  But it’s amazing how the Woke actually talks the same language of the racist, ipsis literis. 9/x

https://t.co/TqFpi8atRF",0,0,1,[0 0 1],regular
1166,"@SaintRoo23 @JoeBiden Dictatorship poll
 #SleepyJoe
#CreepyJoeBiden
#Trump2020 https://t.co/fliaC6lzUq",1,0,0,[1 0 0],regular
1167,"Democrat Joe Biden has taken a huge step toward capturing the White House, with wins in Michigan and Wisconsin bringing him close to a majority as the campaign of United States President Donald Trump responded by taking legal action to suspend vote counting. https://t.co/6nl5HFDAC9",0,0,1,[0 0 1],regular
1168,Cc to @realDonaldTrump . You are fired #USElections #indiadecides #AmericaDecides #ByeByeTrump https://t.co/pCZFu9MFul,0,1,0,[0 1 0],regular
1169,"Donald Trump is actually a lot more GEJ than anyone else. Both sides colluded to get him out. Lets see what happens if it plays out like his colleague in Nigeria. Meanwhile, unlike Gej hes trying to go out swinging. How effective it will be remains to be seen",1,0,0,[1 0 0],regular
1170,"Michigan COVID-19 Death Count Tops 7k, Numbers On The Rise 
#COVID19 #CovidTesting #Michigan #USA #USElection2020 #coronavirus #VaccinesWork #vaccines #DonaldTrump #JoeBiden #PandemicSpecial #PandemicIsNotOver 
https://t.co/hxgWPM4JoY via @TheTaiwanTimes",0,0,1,[0 0 1],regular
1171,Feels like having been sick for four years and all of a sudden being able to take a breath. #BidenHarris2020 #DumpTrump,0,1,0,[0 1 0],regular
1172,President Donald Trump denouncing rasism....there you go! #DonaldTrump #Trump2020 #racism #TrumpIsARacist #ProudBoys https://t.co/ypPbPILo0r,0,0,1,[0 0 1],regular
1173,"This is how elections done in USA
#Biden
#Trump2020 https://t.co/d5k6viQ2f5",0,0,1,[0 0 1],regular
1174,Excellent and simple words 👏👏👏👏 @AlejandroSanz 🙆‍♀️♥️💐🙏. #ByeByeTrump https://t.co/bOL79vAXJM,0,1,0,[0 1 0],regular
1175,"KR | NRoom â€” Who Is South Korea Rooting for in the US Presidential Election?: Some South Koreans still believe that he is the only one who can force North Korea's denuclearization and distrust Joe Biden, given his experience as aÂ ... View article... https://t.co/iOBlb4Tf8u",0,0,1,[0 0 1],regular
1176,Losing count – Trump’s plan to shift congressional seats reaches the Supreme Court https://t.co/5lUyrUdk5k,0,0,1,[0 0 1],regular
1177,@MichaelKnight_9 @disclosetv It’s not If.. Trump leaves :),0,1,0,[0 1 0],regular
1178,Ok... now the world knows United States citizens donâ€™t know where is Camboja on the map and what socialism is... #JoeBiden,1,0,0,[1 0 0],regular
1179,my cat has a new crush #JoeBiden #byetrump #byesucker #loveujoe #JoeBidenKamalaHarris2020 https://t.co/A21ulUb4Q1,0,1,0,[0 1 0],regular
1180,"@jrisco Biden 264
Trump 214
The B- 52's",0,0,1,[0 0 1],regular
